NIM,Angkatan,Semester,IPK,SKS_Lulus,Mengulang,Absensi,Status_Pembayaran,Status_DO
20221817,2021,5,3.21,126,3,62,0,1
20221818,2023,8,3.27,136,1,62,0,1
20221819,2021,7,2.41,91,4,77,1,0
20221820,2022,6,2.49,86,1,92,0,0
20221821,2023,6,3.78,121,2,96,1,0
20221822,2023,4,2.0,93,3,87,0,1
20221823,2023,4,2.61,83,2,95,1,0
20221824,2023,8,1.92,136,1,75,1,0
20221825,2022,3,3.44,46,3,74,1,1
20221826,2023,5,1.98,131,1,88,1,0
20221827,2022,8,3.15,40,3,77,1,1
20221828,2022,5,1.91,102,1,78,1,0
20221829,2022,4,3.15,137,0,88,0,0
20221830,2022,6,3.49,78,4,65,0,1
20221831,2021,4,2.6,58,4,86,1,0
20221832,2021,6,2.84,70,3,66,1,1
20221833,2023,8,2.6,116,0,86,0,0
20221834,2021,6,2.4,63,2,78,0,0
20221835,2021,4,3.41,108,0,76,0,0
20221836,2023,2,2.34,126,3,70,0,1
20221837,2023,5,3.25,122,0,64,0,1
20221838,2023,7,2.21,104,2,61,1,1
20221839,2021,6,2.3,72,3,71,0,1
20221840,2021,6,2.47,98,4,70,0,1
20221841,2023,2,2.98,72,0,69,0,1
20221842,2022,8,2.71,71,4,87,1,0
20221843,2023,8,3.29,98,4,66,0,1
20221844,2022,8,2.23,131,1,73,0,1
20221845,2022,7,1.82,80,2,72,1,1
20221846,2023,3,3.35,51,0,64,1,0
20221847,2023,2,3.44,112,4,67,0,1
20221848,2023,7,1.92,50,4,60,1,1
20221849,2021,2,3.02,136,2,64,0,1
20221850,2022,6,2.56,58,4,70,0,1
20221851,2021,5,3.39,93,4,69,1,1
20221852,2021,2,3.55,96,4,74,0,1
20221853,2023,3,3.5,81,4,98,1,0
20221854,2021,4,3.35,137,1,88,1,0
20221855,2023,7,2.34,110,1,84,1,0
20221856,2022,2,3.42,70,3,65,1,1
20221857,2023,2,2.87,91,0,70,0,1
20221858,2021,3,1.91,41,2,76,0,1
20221859,2021,5,2.71,122,3,74,0,1
20221860,2023,2,3.68,77,1,75,1,0
20221861,2023,2,3.58,71,1,61,0,1
20221862,2021,5,2.0,49,1,95,1,1
20221863,2022,3,3.29,47,3,78,0,1
20221864,2022,7,3.41,129,1,97,1,0
20221865,2023,7,2.34,133,3,80,0,1
20221866,2022,2,2.74,114,1,70,0,1
20221867,2021,5,3.22,59,4,62,1,1
20221868,2023,2,2.68,59,4,93,0,1
20221869,2021,8,2.03,48,0,77,1,0
20221870,2021,4,3.21,111,1,74,1,1
20221871,2022,7,3.62,54,0,84,0,0
20221872,2023,8,3.1,137,3,74,0,1
20221873,2023,6,3.35,127,0,89,0,0
20221874,2022,4,2.52,136,1,76,1,0
20221875,2021,2,2.17,102,3,77,1,1
20221876,2021,3,3.09,130,3,90,1,0
20221877,2021,7,2.46,60,4,77,1,1
20221878,2021,6,3.52,44,3,94,1,0
20221879,2023,4,2.05,74,3,72,1,1
20221880,2023,7,2.67,124,0,73,1,0
20221881,2022,5,2.59,107,3,95,1,0
20221882,2022,3,3.68,87,2,77,1,0
20221883,2023,4,2.11,119,4,64,0,1
20221884,2023,5,1.82,134,4,73,1,1
20221885,2021,8,2.28,129,3,84,1,1
20221886,2021,2,3.44,101,0,98,0,0
20221887,2022,5,2.22,74,4,71,0,1
20221888,2023,4,2.28,109,4,99,1,1
20221889,2022,4,2.06,136,2,87,0,1
20221890,2023,8,3.23,60,3,94,0,1
20221891,2021,2,1.94,119,4,60,1,1
20221892,2022,5,2.46,78,4,62,1,1
20221893,2022,5,2.36,73,4,66,0,1
20221894,2023,2,2.91,54,4,68,1,1
20221895,2021,5,3.26,45,0,95,0,0
20221896,2022,7,2.87,105,1,82,1,0
20221897,2021,2,3.66,127,2,83,1,0
20221898,2022,3,3.7,95,0,69,0,1
20221899,2021,4,2.52,88,2,71,0,1
20221900,2023,3,3.36,131,4,78,0,1
20221901,2022,7,3.28,40,2,91,0,0
20221902,2022,8,3.59,104,3,83,0,1
20221903,2021,7,2.7,67,3,81,1,0
20221904,2021,6,2.86,139,1,62,1,0
20221905,2022,6,2.63,59,1,99,0,0
20221906,2023,6,3.5,87,2,86,0,0
20221907,2021,2,2.26,111,0,78,0,1
20221908,2021,5,2.28,104,0,68,1,1
20221909,2021,7,2.55,129,4,72,1,1
20221910,2022,3,2.26,90,0,61,0,1
20221911,2022,8,2.92,82,1,95,1,0
20221912,2022,3,2.07,88,0,88,1,0
20221913,2022,3,2.44,64,4,70,0,1
20221914,2023,3,3.63,113,3,93,0,1
20221915,2023,8,2.62,115,0,63,1,0
20221916,2022,6,3.3,80,0,63,1,0
20221917,2023,3,2.03,110,1,60,1,1
20221918,2021,8,2.3,103,2,84,1,0
20221919,2021,8,3.41,100,3,85,1,0
20221920,2021,5,3.33,51,2,70,0,1
20221921,2022,8,2.57,120,4,82,1,0
20221922,2021,6,3.71,108,4,61,0,1
20221923,2023,3,3.62,53,2,78,0,0
20221924,2022,8,3.72,73,1,88,1,0
20221925,2023,2,2.66,87,1,99,0,0
20221926,2021,8,2.19,100,1,63,1,1
20221927,2021,4,3.05,120,3,75,0,1
20221928,2021,4,3.17,74,4,96,1,0
20221929,2022,4,2.05,104,4,86,0,1
20221930,2023,8,3.37,98,4,64,1,1
20221931,2022,6,1.84,75,3,74,1,1
20221932,2022,3,2.77,118,4,82,0,1
20221933,2021,7,2.46,58,2,62,0,1
20221934,2022,7,3.28,81,0,77,0,0
20221935,2022,7,2.43,108,3,85,1,0
20221936,2021,6,3.45,58,0,65,0,1
20221937,2022,5,2.99,78,2,76,0,0
20221938,2021,2,3.39,108,1,97,1,0
20221939,2021,2,3.78,91,1,86,1,0
20221940,2021,4,3.16,51,1,79,0,0
20221941,2021,4,3.77,122,3,65,0,1
20221942,2022,8,1.86,86,1,94,1,0
20221943,2021,7,2.48,115,3,71,1,1
20221944,2021,8,2.02,75,3,62,1,1
20221945,2022,7,2.32,102,0,63,0,1
20221946,2022,4,3.48,115,1,63,0,1
20221947,2023,3,1.86,121,4,63,1,1
20221948,2022,5,2.84,90,1,98,1,0
20221949,2022,8,2.93,82,1,80,1,0
20221950,2023,5,2.92,73,1,61,0,1
20221951,2022,5,2.75,136,4,75,0,1
20221952,2022,5,3.38,88,4,66,0,1
20221953,2022,4,2.07,57,3,78,0,1
20221954,2022,2,2.42,100,4,92,1,0
20221955,2023,4,3.03,96,3,68,1,1
20221956,2022,5,3.18,132,0,96,0,0
20221957,2022,4,2.61,44,3,76,1,0
20221958,2023,5,3.55,128,1,86,1,0
20221959,2021,6,2.63,63,2,92,0,0
20221960,2023,7,2.61,132,2,71,1,0
20221961,2021,2,1.87,103,1,70,0,1
20221962,2023,6,2.9,98,3,72,0,1
20221963,2023,3,3.22,77,1,90,0,1
20221964,2022,4,2.03,72,4,72,1,1
20221965,2021,3,2.41,49,3,97,0,1
20221966,2022,8,3.36,76,1,85,1,0
20221967,2021,4,2.53,136,4,90,1,0
20221968,2023,7,2.28,126,4,81,0,1
20221969,2023,6,3.14,50,3,65,0,1
20221970,2021,7,2.19,63,0,79,0,1
20221971,2022,8,3.59,127,0,80,0,0
20221972,2022,5,2.01,110,4,69,0,1
20221973,2022,7,3.21,60,0,78,1,0
20221974,2022,7,2.8,59,4,94,1,0
20221975,2023,5,3.54,49,0,85,1,0
20221976,2023,4,2.05,128,4,66,0,1
20221977,2023,5,3.16,86,4,96,0,1
20221978,2023,6,2.94,139,4,67,1,1
20221979,2023,7,2.76,86,4,64,0,1
20221980,2022,5,2.78,54,2,95,1,0
20221981,2022,8,3.24,83,0,87,1,0
20221982,2022,8,3.68,101,4,62,1,1
20221983,2022,7,1.98,45,1,98,0,1
20221984,2023,6,1.84,105,3,67,0,1
20221985,2023,3,3.41,115,1,74,1,0
20221986,2023,6,2.02,43,1,86,0,1
20221987,2021,2,3.77,62,2,95,0,0
20221988,2022,2,3.04,52,0,75,0,1
20221989,2022,2,3.1,120,2,85,1,0
20221990,2023,7,2.2,70,0,63,1,1
20221991,2022,8,2.28,55,4,71,1,1
20221992,2022,4,3.12,80,2,76,1,0
20221993,2023,8,3.62,129,3,85,1,0
20221994,2021,4,3.76,131,0,90,0,0
20221995,2021,4,2.2,40,2,74,1,1
20221996,2021,8,2.07,51,3,93,0,1
20221997,2023,7,1.91,95,1,88,1,0
20221998,2022,6,3.54,89,4,68,0,1
20221999,2023,4,2.39,59,4,73,0,1
20222000,2023,3,1.8,105,1,95,1,0
20222001,2022,8,2.25,75,2,63,0,1
20222002,2021,8,2.48,118,1,97,0,0
20222003,2021,2,3.78,77,3,96,0,1
20222004,2023,6,2.85,61,0,83,0,0
20222005,2021,2,2.21,100,2,76,0,1
20222006,2023,8,2.47,89,0,72,0,1
20222007,2023,8,2.46,135,1,79,1,0
20222008,2022,4,1.84,98,4,76,0,1
20222009,2022,6,2.07,59,0,86,1,0
20222010,2022,5,3.19,75,0,92,0,0
20222011,2023,3,2.04,136,4,80,0,1
20222012,2022,4,2.26,54,0,76,0,1
20222013,2021,8,2.5,101,0,81,0,0
20222014,2021,4,3.32,42,4,84,0,1
20222015,2023,3,2.96,132,4,62,0,1
20222016,2023,8,3.18,130,1,86,0,0
20222017,2022,3,2.93,44,1,86,0,0
20222018,2023,5,3.17,95,0,71,1,0
20222019,2023,4,1.81,70,2,74,1,1
20222020,2021,7,3.66,125,1,97,1,0
20222021,2021,4,2.02,74,1,79,1,0
20222022,2022,2,2.61,110,2,81,0,0
20222023,2023,6,3.34,109,2,61,0,1
20222024,2023,6,2.67,65,4,63,0,1
20222025,2021,2,3.69,40,1,72,1,0
20222026,2023,8,2.74,122,3,91,1,0
20222027,2021,6,3.55,46,3,81,1,0
20222028,2022,3,3.42,75,0,84,0,0
20222029,2021,6,3.76,115,1,86,0,0
20222030,2023,6,3.65,123,3,76,1,0
20222031,2022,2,3.6,126,1,65,0,1
20222032,2021,8,3.26,64,1,75,0,1
20222033,2021,5,2.53,133,3,67,0,1
20222034,2022,6,2.01,98,1,92,1,0
20222035,2022,7,3.18,100,2,69,0,1
20222036,2021,6,3.76,68,0,93,1,0
20222037,2023,5,3.25,134,4,78,1,0
20222038,2021,2,3.66,57,3,73,0,1
20222039,2022,5,3.41,80,4,62,0,1
20222040,2021,2,2.13,58,0,82,0,1
20222041,2022,3,2.3,43,2,99,1,0
20222042,2022,2,2.48,104,2,70,1,0
20222043,2023,3,2.14,80,2,65,0,1
20222044,2022,3,2.96,54,2,93,0,0
20222045,2022,2,3.75,93,3,60,1,1
20222046,2023,7,3.32,103,3,94,1,0
20222047,2022,4,2.65,111,1,84,1,0
20222048,2023,2,1.81,54,1,88,1,0
20222049,2023,6,2.43,118,0,82,1,0
20222050,2022,7,2.85,89,1,77,0,0
20222051,2022,7,2.45,61,0,73,1,0
20222052,2021,6,2.02,57,0,76,1,0
20222053,2023,4,2.69,119,0,61,0,1
20222054,2021,7,2.31,41,2,90,1,0
20222055,2022,3,3.62,75,4,78,1,0
20222056,2021,4,2.0,59,4,91,0,1
20222057,2023,8,1.9,55,3,87,1,1
20222058,2021,6,1.81,106,0,67,0,1
20222059,2023,4,2.46,69,2,99,1,0
20222060,2022,2,3.12,94,1,98,1,0
20222061,2022,4,3.26,105,1,81,0,0
20222062,2023,3,2.71,138,3,83,1,0
20222063,2022,2,3.17,65,3,97,1,0
20222064,2022,5,2.52,96,0,61,0,1
20222065,2022,6,3.14,108,0,78,1,0
20222066,2022,6,1.88,41,1,61,1,1
20222067,2023,4,2.58,95,1,87,1,0
20222068,2021,7,3.38,123,1,91,1,0
20222069,2021,2,3.41,101,1,78,1,0
20222070,2022,5,3.23,73,4,75,0,1
20222071,2021,2,2.21,137,0,89,1,0
20222072,2021,6,2.29,95,0,81,1,0
20222073,2022,2,3.79,94,1,73,0,1
20222074,2022,5,2.01,59,2,60,0,1
20222075,2021,7,2.16,89,1,61,0,1
20222076,2023,4,2.06,64,3,81,0,1
20222077,2022,3,2.46,123,2,92,1,0
20222078,2023,2,2.22,64,3,74,1,1
20222079,2021,3,2.8,92,2,81,1,0
20222080,2022,6,2.75,53,3,99,1,0
20222081,2023,4,3.6,99,1,98,1,0
20222082,2022,8,1.87,82,1,70,1,1
20222083,2021,4,2.44,101,2,63,1,0
20222084,2023,2,2.99,115,3,66,0,1
20222085,2021,7,3.01,108,4,80,1,0
20222086,2021,4,2.76,102,2,66,0,1
20222087,2022,2,3.43,41,2,63,0,1
20222088,2023,2,1.93,93,0,71,0,1
20222089,2021,3,3.43,55,2,86,1,0
20222090,2021,4,2.79,94,4,76,1,0
20222091,2023,2,2.07,133,1,79,0,1
20222092,2021,3,3.57,82,3,90,1,0
20222093,2021,5,3.1,100,0,85,1,0
20222094,2023,8,2.13,77,3,90,0,1
20222095,2023,3,1.87,84,1,94,0,1
20222096,2023,3,2.08,90,2,68,1,1
20222097,2023,2,3.02,81,4,64,0,1
20222098,2022,6,2.16,63,0,67,0,1
20222099,2023,6,2.25,69,4,80,0,1
20222100,2022,7,1.85,76,4,75,1,1
20222101,2022,6,3.25,92,4,75,1,1
20222102,2022,3,3.42,102,4,77,0,1
20222103,2021,7,3.39,50,1,87,0,0
20222104,2022,2,2.06,117,4,77,1,1
20222105,2022,4,3.61,62,4,73,1,1
20222106,2021,8,3.14,119,1,96,1,0
20222107,2021,8,3.6,89,3,99,1,1
20222108,2021,3,2.69,124,1,75,1,0
20222109,2023,3,2.67,94,2,80,1,0
20222110,2021,7,3.37,94,1,60,0,1
20222111,2021,2,1.99,43,3,70,0,1
20222112,2022,5,2.84,136,2,70,0,1
20222113,2021,3,3.47,93,2,61,1,0
20222114,2023,5,3.46,100,0,91,0,0
20222115,2021,5,3.71,117,4,78,0,1
20222116,2023,6,3.2,122,2,64,0,1
20222117,2021,2,2.22,44,2,62,0,1
20222118,2021,8,1.84,139,3,87,0,1
20222119,2021,8,2.76,134,2,85,0,0
20222120,2021,5,2.83,57,3,82,0,1
20222121,2023,8,2.28,83,4,89,1,1
20222122,2023,2,2.05,70,0,67,0,1
20222123,2022,6,2.97,133,0,95,0,0
20222124,2023,2,3.33,60,4,88,1,0
20222125,2021,3,3.79,86,4,72,0,1
20222126,2022,5,3.32,69,1,84,1,0
20222127,2022,2,3.39,94,2,81,0,0
20222128,2022,8,3.03,107,2,92,1,0
20222129,2021,4,3.77,108,2,96,0,0
20222130,2023,2,3.08,80,3,66,0,1
20222131,2021,5,3.52,84,1,82,0,0
20222132,2022,6,3.69,113,2,65,0,1
20222133,2021,8,3.66,130,3,74,0,1
20222134,2021,6,2.56,119,3,74,1,1
20222135,2023,5,1.96,69,0,99,0,1
20222136,2023,8,2.14,116,3,93,1,1
20222137,2022,3,1.92,139,4,73,0,1
20222138,2021,8,2.01,124,3,88,0,1
20222139,2021,3,2.17,84,4,75,0,1
20222140,2023,6,2.48,84,4,88,1,0
20222141,2021,6,2.89,118,0,82,1,0
20222142,2021,5,3.22,123,0,69,1,0
20222143,2021,3,2.22,123,3,63,1,1
20222144,2023,6,3.15,84,0,71,1,0
20222145,2022,3,3.21,94,0,93,0,0
20222146,2022,6,2.92,98,2,63,0,1
20222147,2021,8,3.61,44,3,79,1,1
20222148,2022,2,2.02,71,3,87,1,1
20222149,2023,4,2.15,45,3,87,0,1
20222150,2023,8,2.66,133,0,65,0,1
20222151,2022,7,2.05,65,0,73,1,1
20222152,2022,2,2.93,76,4,94,1,0
20222153,2021,7,2.6,52,1,60,0,1
20222154,2022,6,2.37,132,1,78,1,0
20222155,2021,4,2.14,108,1,60,0,1
20222156,2021,4,2.47,64,2,72,1,0
20222157,2023,6,3.02,52,0,67,1,0
20222158,2023,6,2.95,127,4,77,0,1
20222159,2023,3,2.13,134,4,94,0,1
20222160,2023,6,2.05,59,1,82,1,0
20222161,2022,5,1.85,111,2,85,0,1
20222162,2023,6,1.82,99,2,97,1,0
20222163,2022,5,3.56,112,1,79,1,0
20222164,2023,6,1.89,60,1,61,0,1
20222165,2022,3,3.26,100,0,85,0,0
20222166,2021,5,3.54,123,2,95,0,1
20222167,2022,2,2.0,118,4,84,1,1
20222168,2022,5,2.67,65,1,89,0,0
20222169,2023,8,3.72,93,0,77,0,1
20222170,2022,3,3.47,81,4,66,0,1
20222171,2021,7,2.78,50,2,86,1,0
20222172,2021,5,3.33,76,1,70,0,1
20222173,2023,8,3.47,50,1,96,0,0
20222174,2021,8,2.5,66,0,67,0,1
20222175,2022,8,3.58,133,0,70,0,1
20222176,2021,6,2.74,122,2,83,1,0
20222177,2023,8,2.86,73,1,89,1,0
20222178,2022,6,3.8,77,0,89,1,0
20222179,2023,7,3.49,100,1,74,1,0
20222180,2022,3,2.52,126,2,94,0,1
20222181,2021,4,1.82,92,1,98,1,0
20222182,2023,6,3.05,104,4,83,0,1
20222183,2023,8,3.21,42,1,67,1,0
20222184,2022,8,3.1,106,3,79,0,1
20222185,2023,2,3.74,67,3,85,0,1
20222186,2022,8,3.53,53,2,83,0,0
20222187,2022,3,2.7,91,2,81,1,0
20222188,2022,5,1.93,69,2,64,1,1
20222189,2022,5,2.75,97,4,74,1,1
20222190,2021,8,3.18,93,4,95,0,1
20222191,2022,2,3.02,108,1,96,1,0
20222192,2023,6,2.88,54,0,88,0,0
20222193,2021,3,2.74,77,3,74,1,1
20222194,2023,2,2.39,117,3,86,1,1
20222195,2021,6,2.35,53,3,67,1,1
20222196,2022,3,2.8,96,1,88,1,0
20222197,2021,8,2.12,98,1,78,1,0
20222198,2021,5,2.48,47,2,90,0,0
20222199,2023,3,2.45,111,0,68,1,0
20222200,2023,8,2.97,58,2,69,1,0
20222201,2022,7,1.93,71,1,96,1,0
20222202,2021,4,3.46,134,4,69,0,1
20222203,2021,3,2.92,68,2,92,1,0
20222204,2021,4,3.14,80,1,84,1,0
20222205,2022,3,3.21,114,1,63,0,1
20222206,2022,4,2.38,84,4,64,1,1
20222207,2022,7,2.74,52,4,82,0,1
20222208,2022,5,3.71,66,4,98,0,1
20222209,2022,6,3.33,58,0,64,1,0
20222210,2023,4,3.74,65,1,67,0,1
20222211,2021,7,3.29,92,4,76,1,0
20222212,2021,4,2.15,90,0,60,0,1
20222213,2021,5,1.93,76,3,71,1,1
20222214,2021,4,2.96,48,3,94,0,1
20222215,2021,7,2.52,131,3,73,0,1
20222216,2021,8,2.35,135,1,77,0,1
20222217,2021,7,3.41,91,0,69,1,0
20222218,2021,2,2.53,93,0,74,0,1
20222219,2023,5,2.43,42,3,92,1,0
20222220,2021,8,3.5,135,2,78,1,0
20222221,2023,2,3.49,108,3,93,0,1
20222222,2022,5,2.51,47,1,84,1,0
20222223,2021,8,3.46,53,3,75,1,0
20222224,2022,4,3.5,42,3,67,0,1
20222225,2022,8,2.65,63,0,94,1,0
20222226,2022,7,1.93,52,3,80,1,1
20222227,2023,2,1.8,82,4,78,0,1
20222228,2022,4,2.85,68,4,70,0,1
20222229,2022,7,2.49,111,2,70,0,1
20222230,2022,5,3.79,90,1,70,0,1
20222231,2021,8,3.34,81,1,81,1,0
20222232,2021,7,3.32,70,0,80,1,0
20222233,2023,4,3.71,102,1,86,1,0
20222234,2023,2,3.58,65,2,77,0,0
20222235,2021,2,2.44,57,4,99,1,0
20222236,2023,8,2.13,121,0,97,0,1
20222237,2021,7,3.29,96,4,89,1,0
20222238,2022,4,2.56,46,2,92,0,0
20222239,2022,3,2.75,87,0,80,1,0
20222240,2023,5,3.06,119,3,61,1,1
20222241,2021,5,3.62,99,1,72,0,1
20222242,2021,4,2.64,72,2,61,1,0
20222243,2023,3,3.37,42,0,90,1,0
20222244,2021,2,2.34,43,4,69,1,1
20222245,2022,8,3.2,139,0,82,1,0
20222246,2023,6,1.8,43,3,81,0,1
20222247,2023,6,3.54,81,2,88,1,0
20222248,2021,8,1.86,48,0,92,0,1
20222249,2023,4,3.23,90,2,90,0,0
20222250,2021,3,1.89,56,2,73,0,1
20222251,2021,3,2.33,56,4,69,1,1
20222252,2021,5,2.79,136,1,77,0,1
20222253,2021,2,2.64,59,3,70,0,1
20222254,2021,7,2.18,53,0,98,0,1
20222255,2023,3,2.47,61,1,62,1,1
20222256,2022,8,3.26,91,4,61,1,1
20222257,2022,7,3.14,66,1,67,0,1
20222258,2023,6,1.94,82,2,90,0,1
20222259,2023,7,3.29,42,2,67,1,1
20222260,2022,2,1.91,127,3,61,0,1
20222261,2022,8,2.89,133,0,81,1,0
20222262,2022,2,2.32,47,0,64,0,1
20222263,2022,7,2.98,125,4,66,1,1
20222264,2022,4,2.32,128,3,79,1,1
20222265,2021,3,3.77,49,0,87,1,0
20222266,2023,8,2.42,68,2,72,0,1
20222267,2021,4,2.28,79,3,61,0,1
20222268,2022,7,2.36,104,1,91,1,0
20222269,2022,3,3.59,60,3,85,1,1
20222270,2022,5,3.07,63,3,62,0,1
20222271,2021,4,3.26,112,0,72,1,0
20222272,2021,4,3.64,99,4,80,0,1
20222273,2022,7,3.62,65,4,96,1,0
20222274,2021,6,3.28,48,0,82,1,0
20222275,2021,7,2.2,59,0,66,0,1
20222276,2022,4,3.49,95,0,76,0,1
20222277,2021,3,2.21,138,4,87,1,1
20222278,2023,6,3.29,75,0,89,0,0
20222279,2023,7,3.17,75,1,64,1,0
20222280,2023,8,3.32,112,1,83,0,0
20222281,2023,7,2.87,61,2,66,1,0
20222282,2022,4,3.08,40,1,93,0,0
20222283,2022,4,3.71,108,3,92,0,1
20222284,2022,5,2.0,112,2,86,1,0
20222285,2023,7,2.42,76,1,73,1,0
20222286,2023,4,3.02,122,3,78,1,0
20222287,2021,8,3.73,111,1,97,1,0
20222288,2021,2,1.99,135,3,71,1,1
20222289,2023,6,1.85,52,0,62,1,1
20222290,2023,2,1.91,123,3,66,0,1
20222291,2023,6,1.9,139,0,94,1,0
20222292,2023,8,3.62,82,3,84,1,0
20222293,2021,7,3.24,76,3,74,1,1
20222294,2023,5,3.15,133,1,78,1,0
20222295,2021,4,2.85,113,3,78,0,1
20222296,2023,4,3.36,134,1,82,1,0
20222297,2023,4,2.11,64,3,70,1,1
20222298,2023,7,2.58,132,4,80,0,1
20222299,2021,6,2.78,127,2,93,0,1
20222300,2021,8,2.02,60,1,98,1,0
20222301,2022,4,2.64,80,1,66,0,1
20222302,2023,2,2.43,112,0,86,1,0
20222303,2022,4,1.87,81,4,82,0,1
20222304,2022,7,2.07,81,0,97,0,1
20222305,2021,8,3.33,41,4,79,0,1
20222306,2021,5,1.84,107,4,86,0,1
20222307,2022,8,3.67,47,3,67,0,1
20222308,2023,2,1.97,135,0,96,1,0
20222309,2021,4,3.4,100,2,62,1,0
20222310,2023,4,3.6,53,4,61,0,1
20222311,2023,3,3.68,116,4,81,0,1
20222312,2022,6,3.53,60,1,65,0,1
20222313,2022,2,2.38,63,3,98,1,1
20222314,2022,3,2.47,89,2,99,1,0
20222315,2022,8,2.65,121,4,95,1,0
20222316,2021,5,2.08,84,1,83,0,1
20222317,2021,6,1.84,103,0,71,1,1
20222318,2022,2,3.54,103,4,76,0,1
20222319,2021,4,2.91,65,1,81,0,0
20222320,2022,8,3.02,71,0,78,0,0
20222321,2023,2,3.65,96,3,68,0,1
20222322,2023,4,3.13,92,0,71,1,0
20222323,2023,6,3.18,72,4,91,1,0
20222324,2022,4,3.37,91,2,90,0,0
20222325,2023,5,2.03,134,0,76,0,1
20222326,2021,8,2.52,57,2,82,0,0
20222327,2023,7,3.74,74,2,69,0,1
20222328,2023,4,3.65,51,0,89,0,1
20222329,2023,5,3.57,90,3,78,0,1
20222330,2021,7,2.7,128,0,85,1,0
20222331,2022,8,3.51,134,1,85,1,0
20222332,2021,6,1.9,49,2,70,1,1
20222333,2022,6,2.1,91,4,79,0,1
20222334,2022,8,2.63,73,2,63,1,0
20222335,2023,8,2.77,106,4,71,1,1
20222336,2022,2,2.33,78,1,84,1,0
20222337,2021,5,2.51,47,1,69,1,0
20222338,2021,5,2.13,135,1,81,1,0
20222339,2022,8,2.78,68,0,66,0,1
20222340,2023,3,3.39,61,2,83,0,0
20222341,2023,3,3.12,123,4,61,0,1
20222342,2021,7,2.02,109,1,91,1,0
20222343,2023,7,2.78,100,1,80,0,0
20222344,2022,3,3.2,82,4,66,1,1
20222345,2022,8,2.86,88,2,67,0,1
20222346,2021,8,2.58,68,2,97,1,0
20222347,2022,7,3.04,120,4,80,1,1
20222348,2021,4,3.74,70,3,67,0,1
20222349,2022,8,1.99,92,2,84,0,1
20222350,2021,3,2.58,73,4,87,1,0
20222351,2023,5,2.61,77,4,87,1,0
20222352,2022,8,2.95,96,1,90,0,0
20222353,2022,8,2.1,43,4,95,0,1
20222354,2021,4,2.15,41,0,84,1,0
20222355,2021,7,2.37,51,1,96,0,1
20222356,2022,8,3.71,74,1,97,0,0
20222357,2021,6,3.27,109,2,71,0,1
20222358,2022,2,3.12,111,3,96,0,1
20222359,2023,3,3.43,60,2,96,1,0
20222360,2021,6,2.06,100,0,90,1,1
20222361,2022,7,3.52,74,1,77,1,0
20222362,2023,5,2.99,87,1,85,0,0
20222363,2023,2,2.47,54,4,65,1,1
20222364,2022,6,3.43,110,3,68,1,1
20222365,2021,2,3.41,54,3,70,0,1
20222366,2022,3,3.49,45,4,90,0,1
20222367,2023,7,2.03,120,0,61,1,1
20222368,2022,8,3.74,107,3,88,1,0
20222369,2021,5,3.72,61,1,64,0,1
20222370,2023,7,2.51,71,0,82,0,1
20222371,2022,2,1.93,61,2,95,0,1
20222372,2021,6,2.13,66,2,66,0,1
20222373,2023,3,3.79,54,0,72,0,1
20222374,2021,3,2.93,83,1,69,1,0
20222375,2023,7,2.51,125,2,95,1,0
20222376,2022,8,2.38,131,1,75,1,0
20222377,2021,6,2.31,48,4,74,1,1
20222378,2023,8,3.13,73,3,78,0,1
20222379,2021,8,2.64,139,0,80,0,0
20222380,2021,6,3.73,112,3,94,1,0
20222381,2022,2,3.17,54,4,74,0,1
20222382,2021,7,3.38,101,2,73,1,0
20222383,2023,7,2.39,84,1,88,1,0
20222384,2023,4,1.96,123,1,64,1,1
20222385,2023,7,2.78,111,4,77,1,0
20222386,2023,3,2.43,97,0,60,1,0
20222387,2022,2,2.2,131,3,86,1,1
20222388,2021,6,3.71,58,2,86,0,0
20222389,2022,7,2.69,55,0,84,0,0
20222390,2021,2,2.15,114,4,80,1,1
20222391,2021,7,2.2,47,4,73,1,1
20222392,2021,6,2.36,72,1,79,1,0
20222393,2022,5,3.8,113,2,87,0,0
20222394,2021,6,2.34,57,0,80,0,1
20222395,2022,6,2.46,74,1,82,0,0
20222396,2023,6,3.12,82,2,70,1,1
20222397,2023,7,2.39,89,3,61,0,1
20222398,2021,4,2.23,42,3,79,1,1
20222399,2022,6,2.12,130,1,83,0,1
20222400,2023,3,2.43,98,0,84,1,0
20222401,2022,3,2.01,67,2,96,1,0
20222402,2022,2,1.84,85,3,81,1,1
20222403,2021,4,3.41,103,3,83,0,1
20222404,2023,2,2.08,109,0,74,0,1
20222405,2021,3,3.35,86,1,71,0,1
20222406,2021,8,3.4,53,4,90,1,0
20222407,2023,3,2.88,46,2,90,1,0
20222408,2023,5,2.42,113,3,89,0,1
20222409,2022,6,2.09,118,4,79,0,1
20222410,2023,8,3.27,70,0,67,1,0
20222411,2022,3,3.0,132,1,89,1,0
20222412,2022,7,3.11,120,2,94,0,0
20222413,2022,7,1.82,90,0,80,1,1
20222414,2023,2,3.66,68,1,99,0,0
20222415,2021,8,1.93,54,0,87,0,1
20222416,2022,2,2.53,129,3,98,1,0
20222417,2021,6,2.61,115,3,76,0,1
20222418,2021,6,1.8,64,4,71,0,1
20222419,2023,5,2.79,100,0,77,1,0
20222420,2021,4,3.31,80,3,87,0,1
20222421,2021,2,3.45,108,1,62,0,1
20222422,2023,6,3.56,43,4,74,1,1
